Customer_ID,Online_Security,Online_Backup,Customer_Status
6655-LHBYW,Yes,Yes,Stayed
6691-CCIHA,Yes,Yes,Stayed
6693-DJWTY,Yes,Yes,Stayed
6827-IEAUQ,Yes,Yes,Stayed
8263-QMNTJ,Yes,Yes,Stayed
8990-YOZLV,Yes,Yes,Stayed
9286-BHDQG,Yes,Yes,Stayed
0699-NDKJM,Yes,Yes,Stayed
1414-YADCW,Yes,Yes,Stayed
1642-HMARX,Yes,Yes,Stayed
2361-UPSND,Yes,Yes,Stayed
3396-DKDEL,Yes,Yes,Stayed
4012-YCFAI,Yes,Yes,Stayed
4079-WWQQQ,Yes,Yes,Stayed
5311-IHLEI,Yes,Yes,Stayed
5322-TEUJK,Yes,Yes,Stayed
5338-YHWYT,Yes,Yes,Stayed
6408-WHTEF,Yes,Yes,Stayed
7018-FPXHH,Yes,Yes,Stayed
7049-GKVZY,Yes,Yes,Stayed
7395-XWZOY,Yes,Yes,Stayed
8208-EUMTE,Yes,Yes,Stayed
8268-YDIXR,Yes,Yes,Stayed
8952-WCVCD,Yes,Yes,Stayed
9499-XPZXM,Yes,Yes,Stayed
9788-HNGUT,Yes,Yes,Stayed
0769-MURVM,Yes,Yes,Stayed
0774-RMNUW,Yes,Yes,Stayed
1897-OKVMW,Yes,Yes,Stayed
2272-UOINI,Yes,Yes,Stayed
2987-BJXIK,Yes,Yes,Stayed
3486-HOOGQ,Yes,Yes,Stayed
3580-HYCSP,Yes,Yes,Stayed
4872-JCVCA,Yes,Yes,Stayed
5334-JLAXU,Yes,Yes,Stayed
6061-GWWAV,Yes,Yes,Stayed
6064-ZATLR,Yes,Yes,Stayed
6408-OTUBZ,Yes,Yes,Stayed
6794-HKIAJ,Yes,Yes,Stayed
7162-WPHPM,Yes,Yes,Stayed
0016-QLJIS,Yes,Yes,Stayed
0266-GMEAO,Yes,Yes,Stayed
0420-TXVSG,Yes,Yes,Stayed
1936-UAFEH,Yes,Yes,Stayed
3230-JCNZS,Yes,Yes,Stayed
3508-VLHCZ,Yes,Yes,Stayed
3714-XPXBW,Yes,Yes,Stayed
5196-WPYOW,Yes,Yes,Stayed
6176-YJWAS,Yes,Yes,Stayed
6242-FEGFD,Yes,Yes,Stayed
6650-BWFRT,Yes,Yes,Stayed
6859-QNXIQ,Yes,Yes,Stayed
7351-MHQVU,Yes,Yes,Stayed
8008-ESFLK,Yes,Yes,Stayed
0181-RITDD,Yes,Yes,Stayed
1169-WCVAK,Yes,Yes,Stayed
1741-WTPON,Yes,Yes,Stayed
2911-IJORQ,Yes,Yes,Stayed
3468-DRVQJ,Yes,Yes,Stayed
3967-KXAPS,Yes,Yes,Stayed
4080-IIARD,Yes,Yes,Stayed
4504-YOULA,Yes,Yes,Stayed
4710-NKCAW,Yes,Yes,Stayed
5067-WJEUN,Yes,Yes,Stayed
5485-ITNPC,Yes,Yes,Stayed
5989-OMNJE,Yes,Yes,Stayed
6171-ZTVYB,Yes,Yes,Stayed
6322-HRPFA,Yes,Yes,Stayed
7017-VFHAY,Yes,Yes,Stayed
8413-YNHNV,Yes,Yes,Stayed
8879-XUAHX,Yes,Yes,Stayed
8947-YRTDV,Yes,Yes,Stayed
9207-ZPANB,Yes,Yes,Stayed
9680-NIAUV,Yes,Yes,Stayed
0334-ZFJSR,Yes,Yes,Stayed
1775-KWJKQ,Yes,Yes,Stayed
2223-GDSHL,Yes,Yes,Stayed
3062-ICYZQ,Yes,Yes,Stayed
3882-IYOIJ,Yes,Yes,Stayed
4378-MYPGO,Yes,Yes,Stayed
4472-VESGY,Yes,Yes,Stayed
4508-OEBEY,Yes,Yes,Stayed
4877-TSOFF,Yes,Yes,Stayed
5208-FVQKB,Yes,Yes,Stayed
5684-FJVYR,Yes,Yes,Stayed
5788-YPOEG,Yes,Yes,Stayed
7619-PLRLP,Yes,Yes,Stayed
8454-AATJP,Yes,Yes,Stayed
9135-MGVPY,Yes,Yes,Stayed
9489-JMTTN,Yes,Yes,Stayed
9839-ETQOE,Yes,Yes,Stayed
0988-AADSA,Yes,Yes,Stayed
1442-OKRJE,Yes,Yes,Stayed
1548-FEHVL,Yes,Yes,Stayed
2703-AMTUL,Yes,Yes,Stayed
3071-MVJCD,Yes,Yes,Stayed
3399-BMLVW,Yes,Yes,Stayed
4329-YPDDQ,Yes,Yes,Stayed
5307-UVGNB,Yes,Yes,Stayed
5709-LVOEQ,Yes,Yes,Stayed
5762-TJXGK,Yes,Yes,Stayed
5804-HYIEZ,Yes,Yes,Stayed
5915-ANOEI,Yes,Yes,Stayed
6598-KELSS,Yes,Yes,Stayed
6999-CHVCF,Yes,Yes,Stayed
7921-BEPCI,Yes,Yes,Stayed
8402-EIVQS,Yes,Yes,Stayed
8469-SNFFH,Yes,Yes,Stayed
8591-TKMZH,Yes,Yes,Stayed
8932-CZHRQ,Yes,Yes,Stayed
9565-FLVCG,Yes,Yes,Stayed
9754-CLVZW,Yes,Yes,Stayed
0019-GFNTW,Yes,Yes,Stayed
0744-BIKKF,Yes,Yes,Stayed
1187-WILMM,Yes,Yes,Stayed
1568-LJSZU,Yes,Yes,Stayed
2137-DQMEV,Yes,Yes,Stayed
2969-WGHQO,Yes,Yes,Stayed
3038-PQIUY,Yes,Yes,Stayed
3813-DHBBB,Yes,Yes,Stayed
4024-CSNBY,Yes,Yes,Stayed
4282-MSACW,Yes,Yes,Stayed
4524-QCSSM,Yes,Yes,Stayed
4737-AQCPU,Yes,Yes,Stayed
4900-MSOMT,Yes,Yes,Stayed
5825-XJOCM,Yes,Yes,Stayed
5997-OPVFA,Yes,Yes,Stayed
6332-FBZRI,Yes,Yes,Stayed
7587-AOVVU,Yes,Yes,Stayed
7765-LWVVH,Yes,Yes,Stayed
8100-PNJMH,Yes,Yes,Stayed
8894-JVDCV,Yes,Yes,Stayed
9127-QRZMH,Yes,Yes,Stayed
9435-JMLSX,Yes,Yes,Stayed
0230-WEQUW,Yes,Yes,Stayed
0343-QLUZP,Yes,Yes,Stayed
0361-HJRDX,Yes,Yes,Stayed
0384-LPITE,Yes,Yes,Stayed
0567-GGCAC,Yes,Yes,Stayed
2194-IIQOF,Yes,Yes,Stayed
2984-TBYKU,Yes,Yes,Stayed
0191-ZHSKZ,Yes,Yes,Stayed
3200-MNQTF,Yes,Yes,Stayed
3259-QMXUN,Yes,Yes,Stayed
3563-SVYLG,Yes,Yes,Stayed
3779-OSWCF,Yes,Yes,Stayed
3831-YCPUO,Yes,Yes,Stayed
5161-UBZXI,Yes,Yes,Stayed
5478-JJVZK,Yes,Yes,Stayed
6258-PVZWJ,Yes,Yes,Stayed
6504-VBLFL,Yes,Yes,Stayed
7838-LAZFO,Yes,Yes,Stayed
9140-CZQZZ,Yes,Yes,Stayed
9199-PWQVC,Yes,Yes,Stayed
9391-LMANN,Yes,Yes,Stayed
0239-OXEXL,Yes,Yes,Stayed
0531-XBKMM,Yes,Yes,Stayed
1229-RCALF,Yes,Yes,Stayed
3160-TYXLT,Yes,Yes,Stayed
3950-VPYJB,Yes,Yes,Stayed
6854-EXGSF,Yes,Yes,Stayed
7139-JZFVG,Yes,Yes,Stayed
7325-ENZFI,Yes,Yes,Stayed
8571-ZCMCX,Yes,Yes,Stayed
9755-JHNMN,Yes,Yes,Stayed
0526-SXDJP,Yes,Yes,Stayed
0530-IJVDB,Yes,Yes,Stayed
0795-GMVQO,Yes,Yes,Stayed
0931-MHTEM,Yes,Yes,Stayed
1122-YJBCS,Yes,Yes,Stayed
2475-MROZF,Yes,Yes,Stayed
2599-CIPQE,Yes,Yes,Stayed
2045-BMBTJ,Yes,Yes,Stayed
3544-FBCAS,Yes,Yes,Stayed
4188-FRABG,Yes,Yes,Stayed
4671-VJLCL,Yes,Yes,Stayed
4967-WPNCF,Yes,Yes,Stayed
4676-MQUEA,Yes,Yes,Stayed
5248-YGIJN,Yes,Yes,Stayed
5542-DHSXL,Yes,Yes,Stayed
5574-NXZIU,Yes,Yes,Stayed
7649-SIJJF,Yes,Yes,Stayed
8474-UMLNT,Yes,Yes,Stayed
8908-NMQTX,Yes,Yes,Stayed
9995-HOTOH,Yes,Yes,Stayed
0244-LGNFY,Yes,Yes,Stayed
0409-WTMPL,Yes,Yes,Stayed
0961-ZWLVI,Yes,Yes,Stayed
1150-FTQGN,Yes,Yes,Stayed
1177-XZBJL,Yes,Yes,Stayed
1830-GGFNM,Yes,Yes,Stayed
3161-ONRWK,Yes,Yes,Stayed
4097-YODCF,Yes,Yes,Stayed
4176-FXYBO,Yes,Yes,Stayed
4837-QUSFT,Yes,Yes,Stayed
4981-FLTMF,Yes,Yes,Stayed
5038-ETMLM,Yes,Yes,Stayed
5149-QYTTU,Yes,Yes,Stayed
5285-MVEHD,Yes,Yes,Stayed
5766-FTRTS,Yes,Yes,Stayed
5855-EIBDE,Yes,Yes,Stayed
6997-UVGOX,Yes,Yes,Stayed
7349-ALMUX,Yes,Yes,Stayed
7605-BDWDC,Yes,Yes,Stayed
8224-IVVPA,Yes,Yes,Stayed
8265-HKSOW,Yes,Yes,Stayed
8680-CGLTP,Yes,Yes,Stayed
9480-BQJEI,Yes,Yes,Stayed
9488-FVZCC,Yes,Yes,Stayed
0373-AIVNJ,Yes,Yes,Stayed
0536-ACXIP,Yes,Yes,Stayed
1088-CNNKB,Yes,Yes,Stayed
2251-PYLPB,Yes,Yes,Stayed
2636-SJDOU,Yes,Yes,Stayed
3466-RITXD,Yes,Yes,Stayed
4086-ATNFV,Yes,Yes,Stayed
4598-ZADCK,Yes,Yes,Stayed
5781-RFZRP,Yes,Yes,Stayed
6867-ACCZI,Yes,Yes,Stayed
6893-ODYYE,Yes,Yes,Stayed
7109-CQYUZ,Yes,Yes,Stayed
7550-WIQVA,Yes,Yes,Stayed
7663-CUXZB,Yes,Yes,Stayed
9139-TWBAS,Yes,Yes,Stayed
0840-DCNZE,Yes,Yes,Stayed
0930-EHUZA,Yes,Yes,Stayed
1088-AUUZZ,Yes,Yes,Stayed
1265-ZFOSD,Yes,Yes,Stayed
2550-AEVRU,Yes,Yes,Stayed
3086-RUCRN,Yes,Yes,Stayed
4760-THGOT,Yes,Yes,Stayed
4973-MGTON,Yes,Yes,Stayed
5327-CNLUQ,Yes,Yes,Stayed
6166-YIPFO,Yes,Yes,Stayed
6418-HNFED,Yes,Yes,Stayed
7569-NMZYQ,Yes,Yes,Stayed
7663-YJHSN,Yes,Yes,Stayed
8670-ERCJH,Yes,Yes,Stayed
0019-EFAEP,Yes,Yes,Stayed
0880-FVFWF,Yes,Yes,Stayed
1676-MQAOA,Yes,Yes,Stayed
2430-RRYUW,Yes,Yes,Stayed
2604-IJPDU,Yes,Yes,Stayed
3026-ATZYV,Yes,Yes,Stayed
3137-NYQQI,Yes,Yes,Stayed
4134-BSXLX,Yes,Yes,Stayed
4188-PCPIG,Yes,Yes,Stayed
4526-RMTLL,Yes,Yes,Stayed
4795-WRNVT,Yes,Yes,Stayed
5204-HMGYF,Yes,Yes,Stayed
5360-XGYAZ,Yes,Yes,Stayed
5840-NVDCG,Yes,Yes,Stayed
7306-YDSOI,Yes,Yes,Stayed
7599-NTMDP,Yes,Yes,Stayed
0839-JTCUD,Yes,Yes,Stayed
1452-UZOSF,Yes,Yes,Stayed
1810-MVMAI,Yes,Yes,Stayed
1930-QPBVZ,Yes,Yes,Stayed
2188-SXWVT,Yes,Yes,Stayed
4611-ANLQC,Yes,Yes,Stayed
5248-KWLAR,Yes,Yes,Stayed
6122-LJADA,Yes,Yes,Stayed
6196-HBOBZ,Yes,Yes,Stayed
6402-SSEJG,Yes,Yes,Stayed
6614-YOLAC,Yes,Yes,Stayed
6695-AMZUF,Yes,Yes,Stayed
8111-BKVDS,Yes,Yes,Stayed
8597-CTXVJ,Yes,Yes,Stayed
9842-EFSYY,Yes,Yes,Stayed
1698-XFZCI,Yes,Yes,Stayed
2400-XIWIO,Yes,Yes,Stayed
4178-EGMON,Yes,Yes,Stayed
5002-GCQFH,Yes,Yes,Stayed
5183-KLYEM,Yes,Yes,Stayed
5240-CAOYT,Yes,Yes,Stayed
6348-SNFUS,Yes,Yes,Stayed
6543-JXSOO,Yes,Yes,Stayed
6752-APNJL,Yes,Yes,Stayed
7136-IHZJA,Yes,Yes,Stayed
7217-JYHOQ,Yes,Yes,Stayed
7398-HPYZQ,Yes,Yes,Stayed
8174-TBVCF,Yes,Yes,Stayed
8226-BXGES,Yes,Yes,Stayed
8822-KNBHV,Yes,Yes,Stayed
9224-VTYID,Yes,Yes,Stayed
9415-ZNBSX,Yes,Yes,Stayed
9553-DLCLU,Yes,Yes,Stayed
9555-SAHUZ,Yes,Yes,Stayed
0314-TKOSI,Yes,Yes,Stayed
0906-QVPMS,Yes,Yes,Stayed
1116-FRYVH,Yes,Yes,Stayed
2176-OSJUV,Yes,Yes,Stayed
2253-KPMNB,Yes,Yes,Stayed
3128-YOVTD,Yes,Yes,Stayed
4377-VDHYI,Yes,Yes,Stayed
5010-IPEAQ,Yes,Yes,Stayed
5514-YQENT,Yes,Yes,Stayed
6502-KUGLL,Yes,Yes,Stayed
6591-QGOYB,Yes,Yes,Stayed
6993-YGFJV,Yes,Yes,Stayed
8039-ACLPL,Yes,Yes,Stayed
8915-NNTRC,Yes,Yes,Stayed
8975-SKGRX,Yes,Yes,Stayed
9330-DHBFL,Yes,Yes,Stayed
0052-DCKON,Yes,Yes,Stayed
0363-SVHYR,Yes,Yes,Stayed
0959-WHOKV,Yes,Yes,Stayed
2314-TNDJQ,Yes,Yes,Stayed
2368-GAKKQ,Yes,Yes,Stayed
2546-KZAAT,Yes,Yes,Stayed
2969-VAPYH,Yes,Yes,Stayed
3810-DVDQQ,Yes,Yes,Stayed
4654-GGUII,Yes,Yes,Stayed
4747-LCAQL,Yes,Yes,Stayed
5095-ETBRJ,Yes,Yes,Stayed
5172-RKOCB,Yes,Yes,Stayed
7130-YXBRO,Yes,Yes,Stayed
9477-LGWQI,Yes,Yes,Stayed
9917-KWRBE,Yes,Yes,Stayed
0516-UXRMT,Yes,Yes,Stayed
0853-NWIFK,Yes,Yes,Stayed
1599-MMYRQ,Yes,Yes,Stayed
1679-JRFBR,Yes,Yes,Stayed
2267-FPIMA,Yes,Yes,Stayed
2988-QRAJY,Yes,Yes,Stayed
3301-VKTGC,Yes,Yes,Stayed
4075-JFPGR,Yes,Yes,Stayed
5236-XMZJY,Yes,Yes,Stayed
5906-DVAPM,Yes,Yes,Stayed
5989-AXPUC,Yes,Yes,Stayed
6719-FGEDO,Yes,Yes,Stayed
7401-JIXNM,Yes,Yes,Stayed
7839-NUIAA,Yes,Yes,Stayed
8221-EQDGL,Yes,Yes,Stayed
8741-LQOBK,Yes,Yes,Stayed
8910-ICHIU,Yes,Yes,Stayed
9802-CAQUT,Yes,Yes,Stayed
9896-UYMIE,Yes,Yes,Stayed
0565-JUPYD,Yes,Yes,Stayed
1352-HNSAW,Yes,Yes,Stayed
2498-XLDZR,Yes,Yes,Stayed
2521-NPUZR,Yes,Yes,Stayed
2890-WFBHU,Yes,Yes,Stayed
3258-ZKPAI,Yes,Yes,Stayed
3374-TTZTK,Yes,Yes,Stayed
3891-NLXJB,Yes,Yes,Stayed
4957-TIALW,Yes,Yes,Stayed
5377-NDTOU,Yes,Yes,Stayed
7492-TAFJD,Yes,Yes,Stayed
7951-VRDVK,Yes,Yes,Stayed
8100-HZZLJ,Yes,Yes,Stayed
8639-NHQEI,Yes,Yes,Stayed
9298-WGMRW,Yes,Yes,Stayed
9548-LIGTA,Yes,Yes,Stayed
9659-QEQSY,Yes,Yes,Stayed
9695-IDRZR,Yes,Yes,Stayed
9795-SHUHB,Yes,Yes,Stayed
9958-MEKUC,Yes,Yes,Stayed
0017-IUDMW,Yes,Yes,Stayed
0083-PIVIK,Yes,Yes,Stayed
0238-WHBIQ,Yes,Yes,Stayed
0795-LAFGP,Yes,Yes,Stayed
1043-UXOVO,Yes,Yes,Stayed
1492-KGETH,Yes,Yes,Stayed
1557-EMYVT,Yes,Yes,Stayed
2160-GPFXD,Yes,Yes,Stayed
2296-DKZFP,Yes,Yes,Stayed
2405-LBMUW,Yes,Yes,Stayed
3133-PZNSR,Yes,Yes,Stayed
3511-BFTJW,Yes,Yes,Stayed
3726-TBHQT,Yes,Yes,Stayed
3963-RYFNS,Yes,Yes,Stayed
4010-YLMVT,Yes,Yes,Stayed
4114-QMKVN,Yes,Yes,Stayed
4393-RYCRE,Yes,Yes,Stayed
5734-EJKXG,Yes,Yes,Stayed
5993-JSUWV,Yes,Yes,Stayed
6728-DKUCO,Yes,Yes,Stayed
6865-JZNKO,Yes,Yes,Stayed
7101-HRBLJ,Yes,Yes,Stayed
7821-DPRQE,Yes,Yes,Stayed
7860-KSUGX,Yes,Yes,Stayed
8851-RAGOV,Yes,Yes,Stayed
9239-GZHZE,Yes,Yes,Stayed
9714-EDSUC,Yes,Yes,Stayed
1699-UOTXU,Yes,Yes,Stayed
2904-GGUAZ,Yes,Yes,Stayed
3727-OWVYD,Yes,Yes,Stayed
4006-HKYHO,Yes,Yes,Stayed
4994-OBRSZ,Yes,Yes,Stayed
5375-XLDOF,Yes,Yes,Stayed
5844-QVTAT,Yes,Yes,Stayed
6229-UOLQL,Yes,Yes,Stayed
6365-HITVU,Yes,Yes,Stayed
8590-YFFQO,Yes,Yes,Stayed
8823-RLPWL,Yes,Yes,Stayed
9065-ZCPQX,Yes,Yes,Stayed
9443-JUBUO,Yes,Yes,Stayed
9453-PATOS,Yes,Yes,Stayed
1550-EENBN,Yes,Yes,Stayed
1866-DIOQZ,Yes,Yes,Stayed
1904-WAJAA,Yes,Yes,Stayed
2121-JAFOM,Yes,Yes,Stayed
2208-NQBCT,Yes,Yes,Stayed
2999-AANRQ,Yes,Yes,Stayed
3324-OIRTO,Yes,Yes,Stayed
3472-OAOOR,Yes,Yes,Stayed
4445-KWOKW,Yes,Yes,Stayed
5014-WUQMG,Yes,Yes,Stayed
5027-YOCXN,Yes,Yes,Stayed
5148-ORICT,Yes,Yes,Stayed
5736-YEJAX,Yes,Yes,Stayed
6374-AFWOX,Yes,Yes,Stayed
6384-VMJHP,Yes,Yes,Stayed
6897-RWMUB,Yes,Yes,Stayed
7408-OFWXJ,Yes,Yes,Stayed
7929-SKFGK,Yes,Yes,Stayed
8670-MEFCP,Yes,Yes,Stayed
9052-DHNKM,Yes,Yes,Stayed
9227-YBAXE,Yes,Yes,Stayed
9251-WNSOD,Yes,Yes,Stayed
9258-CNWAC,Yes,Yes,Stayed
0186-CAERR,Yes,Yes,Stayed
0945-TSONX,Yes,Yes,Stayed
1402-PTHGN,Yes,Yes,Stayed
2190-PHBHR,Yes,Yes,Stayed
2676-OXPPQ,Yes,Yes,Stayed
3407-JMJQQ,Yes,Yes,Stayed
3680-CTHUH,Yes,Yes,Stayed
4254-QPEDE,Yes,Yes,Stayed
4815-YOSUK,Yes,Yes,Stayed
4872-VXRIL,Yes,Yes,Stayed
5117-ZSMHQ,Yes,Yes,Stayed
5130-YPIRV,Yes,Yes,Stayed
5339-TJFEK,Yes,Yes,Stayed
6194-HBGQN,Yes,Yes,Stayed
6473-ULUHT,Yes,Yes,Stayed
6578-KRMAW,Yes,Yes,Stayed
7088-FBAWU,Yes,Yes,Stayed
7520-HQWJU,Yes,Yes,Stayed
7860-UXCRM,Yes,Yes,Stayed
7898-PDWQE,Yes,Yes,Stayed
8374-UULRV,Yes,Yes,Stayed
9028-LIHRP,Yes,Yes,Stayed
9114-DPSIA,Yes,Yes,Stayed
0274-JKUJR,Yes,Yes,Stayed
0377-JBKKT,Yes,Yes,Stayed
0580-PIQHM,Yes,Yes,Stayed
0595-ITUDF,Yes,Yes,Stayed
1498-NHTLT,Yes,Yes,Stayed
1506-YJTYT,Yes,Yes,Stayed
2235-EZAIK,Yes,Yes,Stayed
2535-PBCGC,Yes,Yes,Stayed
3795-CAWEX,Yes,Yes,Stayed
4718-WXBGI,Yes,Yes,Stayed
5197-PYEPU,Yes,Yes,Stayed
5680-LQOGP,Yes,Yes,Stayed
6505-OZNPG,Yes,Yes,Stayed
7274-CGTOD,Yes,Yes,Stayed
7508-DQAKK,Yes,Yes,Stayed
7711-YIJWC,Yes,Yes,Stayed
7964-YESJC,Yes,Yes,Stayed
8085-MSNLK,Yes,Yes,Stayed
8218-FFJDS,Yes,Yes,Stayed
4829-ZLJTK,Yes,Yes,Stayed
9830-ECLEN,Yes,Yes,Stayed
1852-XEMDW,Yes,Yes,Stayed
2167-FQSTQ,Yes,Yes,Stayed
2516-XSJKX,Yes,Yes,Stayed
3569-JFODW,Yes,Yes,Stayed
3720-DBRWL,Yes,Yes,Stayed
3758-CKOQL,Yes,Yes,Stayed
4632-XJMEX,Yes,Yes,Stayed
5115-GZDEL,Yes,Yes,Stayed
5578-NKCXI,Yes,Yes,Stayed
5982-PSMKW,Yes,Yes,Stayed
6283-GITPX,Yes,Yes,Stayed
6295-OSINB,Yes,Yes,Stayed
9691-HKOVS,Yes,Yes,Stayed
9715-SBVSU,Yes,Yes,Stayed
9720-JJJOR,Yes,Yes,Stayed
9822-WMWVG,Yes,Yes,Stayed
9968-FFVVH,Yes,Yes,Stayed
6563-VNPMN,Yes,Yes,Stayed
0254-FNMCI,Yes,Yes,Stayed
0459-SPZHJ,Yes,Yes,Stayed
0577-WHMEV,Yes,Yes,Stayed
0584-BJQGZ,Yes,Yes,Stayed
1090-PYKCI,Yes,Yes,Stayed
2790-XUYMV,Yes,Yes,Stayed
3214-IYUUQ,Yes,Yes,Stayed
5274-XHAKY,Yes,Yes,Stayed
5583-EJXRD,Yes,Yes,Stayed
6242-SGYTS,Yes,Yes,Stayed
6352-GIGGQ,Yes,Yes,Stayed
6584-VQMYT,Yes,Yes,Stayed
6603-YRDCJ,Yes,Yes,Stayed
7299-GNVPL,Yes,Yes,Stayed
7596-ZYWBB,Yes,Yes,Stayed
7879-CGSFV,Yes,Yes,Stayed
7975-JMZNT,Yes,Yes,Stayed
8292-FRFZQ,Yes,Yes,Stayed
8404-FYDIB,Yes,Yes,Stayed
9114-VEPUF,Yes,Yes,Stayed
9386-LDCZR,Yes,Yes,Stayed
